country,ISO2,ISO3,lps,direct_emissions,indirect_emissions,total_emissions
Burundi,BI,BDI,MRH,0.356918497,0.00159347,0.358511968
Burundi,BI,BDI,MRT,1.078473266,0.002713469,1.081186735
Burundi,BI,BDI,Other,0.073941343,0.001123905,0.07092525
Cameroon,CM,CMR,LGA,0.245139577,0.024408948,0.269548526
Cameroon,CM,CMR,LGH,4.65184363,0.4926989,5.14454253
Cameroon,CM,CMR,LGT,0.23173082,0.008502504,0.240233324
Cameroon,CM,CMR,MIA,0.017126243,0,0
Cameroon,CM,CMR,MIH,0.001168605,4.07323E-05,0.001209338
Cameroon,CM,CMR,MIT,0.00585559,0.00029778,0.00615337
Cameroon,CM,CMR,MRA,2.508711979,0.011585074,2.520297053
Cameroon,CM,CMR,MRH,0.520072336,0.062717279,0.582789615
Cameroon,CM,CMR,MRT,0.402835068,0.013237491,0.416072558
Cameroon,CM,CMR,Other,0.868811672,0.228918427,1.097730099
Cameroon,CM,CMR,Urban,0.00029207,0.001049668,0.001341739
Central African Republic,CF,CAF,LGA,0.333243343,0.256194445,0.589437788
Central African Republic,CF,CAF,LGH,5.923626018,2.549853287,8.473479305
Central African Republic,CF,CAF,MRA,0.169059079,0.101913821,0.2709729
Central African Republic,CF,CAF,MRH,0.778174842,0.328538069,1.106712912
Central African Republic,CF,CAF,Other,0.356645909,0.190095458,0.546741368
Chad,TD,TCD,LGA,14.87569075,0.063419184,14.93910994
Chad,TD,TCD,LGH,0.018226031,0.002777449,0.02100348
Chad,TD,TCD,LGY,0.000572162,0,0
Chad,TD,TCD,MIA,0.027564361,0.00013029,0.027694651
Chad,TD,TCD,MRA,13.73907075,0.083195454,13.8222662
Chad,TD,TCD,Other,0.143615814,0.000164957,0.143780771
Chad,TD,TCD,Urban,0.002910195,0,0
Cote d'Ivoire,CI,CIV,LGA,0.130556058,0.030927975,0.161484033
Cote d'Ivoire,CI,CIV,LGH,1.827538235,1.160060485,2.987598721
Cote d'Ivoire,CI,CIV,MIA,0.003811888,0,0
Cote d'Ivoire,CI,CIV,MIH,0.005087614,0.003306874,0.008394488
Cote d'Ivoire,CI,CIV,MRA,0.425380339,0.002951791,0.42833213
Cote d'Ivoire,CI,CIV,MRH,0.818280565,0.409930084,1.22821065
Cote d'Ivoire,CI,CIV,Other,0.021679657,0.027609465,0.049289122
Cote d'Ivoire,CI,CIV,Urban,0.000776972,0,0
Democratic Republic of the congo,CD,COD,LGA,0.001641719,0.051428098,0.053069818
Democratic Republic of the congo,CD,COD,LGH,0.671467521,0.43743653,1.10890405
Democratic Republic of the congo,CD,COD,LGT,0.016149297,0.009718346,0.025867643
Democratic Republic of the congo,CD,COD,MIH,0.000290751,0.000508588,0.00079934
Democratic Republic of the congo,CD,COD,MRA,0.000966529,0.007237639,0.008204168
Democratic Republic of the congo,CD,COD,MRH,0.261798906,0.085839425,0.347638331
Democratic Republic of the congo,CD,COD,MRT,0.07187626,0.021471026,0.093347287
Democratic Republic of the congo,CD,COD,Other,1.009064832,0.790055492,1.799120324
Democratic Republic of the congo,CD,COD,Urban,6.21973E-05,0.000234723,0.00029692
Djibouti,DJ,DJI,LGA,0.435310445,0,0
Djibouti,DJ,DJI,Other,0.007192213,0,0
Equatorial Guinea,GQ,GNQ,LGH,0.000193043,0,0
Equatorial Guinea,GQ,GNQ,MRH,0.00153142,0,0
Equatorial Guinea,GQ,GNQ,MRT,0,0,0
Equatorial Guinea,GQ,GNQ,Other,0.006241287,0,0
Eritrea,ER,ERI,LGA,1.603946556,0,0
Eritrea,ER,ERI,LGT,0.039445186,0,0
Eritrea,ER,ERI,MIA,0.009334583,0,0
Eritrea,ER,ERI,MRA,1.060347021,0,0
Eritrea,ER,ERI,MRT,0.126859555,0,0
Eritrea,ER,ERI,Other,0.006531603,0,0
Ethiopia,ET,ETH,LGA,11.57398563,0.257094647,11.83108028
Ethiopia,ET,ETH,LGH,3.070987353,0.074230046,3.145217399
Ethiopia,ET,ETH,LGT,3.304604803,0.040715006,3.345319808
Ethiopia,ET,ETH,MIA,0.204949296,0.000265226,0.205214523
Ethiopia,ET,ETH,MIH,0.012033886,5.42127E-05,0.012088099
Ethiopia,ET,ETH,MIT,0.779234123,0.002354572,0.781588695
Ethiopia,ET,ETH,MRA,11.31900092,0.074615847,11.39361677
Ethiopia,ET,ETH,MRH,3.240281623,0.072815656,3.31309728
Ethiopia,ET,ETH,MRT,41.46889313,0.232066817,41.70095994
Ethiopia,ET,ETH,Other,2.235995898,0.080764891,2.316760788
Ethiopia,ET,ETH,Urban,0.004654325,0,0
Gabon,GA,GAB,LGH,0.004479261,0.014432203,0.018911464
Gabon,GA,GAB,MIH,3.18009E-05,0,0
Gabon,GA,GAB,MRH,0.005839351,0.067941549,0.0737809
Gabon,GA,GAB,Other,0.059460623,0.203628454,0.263076922
Gabon,GA,GAB,Urban,1.18564E-05,0.001845077,0.001856934
Gambia,GM,GMB,LGA,0.086464339,0,0
Gambia,GM,GMB,MRA,0.623013042,0,0
Gambia,GM,GMB,Other,0.02147107,0,0
Ghana,GH,GHA,LGA,0.973952963,0,0
Ghana,GH,GHA,LGH,1.495542332,0.021558705,1.517101037
Ghana,GH,GHA,MRA,1.274943863,0,0
Ghana,GH,GHA,MRH,2.243766564,0.059580241,2.303346805
Ghana,GH,GHA,Other,0.134691738,0.00591227,0.140604009
Ghana,GH,GHA,Urban,0.000974381,0,0
Guinea,GN,GIN,LGA,3.945070704,0.251806107,4.196876811
Guinea,GN,GIN,LGH,4.501044283,0.811391005,5.312435288
Guinea,GN,GIN,MIA,0.048952982,0.004249567,0.053202549
Guinea,GN,GIN,MIH,0.013667795,0.002215372,0.015883168
Guinea,GN,GIN,MRA,0.798952325,0.093529081,0.892481406
Guinea,GN,GIN,MRH,4.24455781,0.595524899,4.840082708
Guinea,GN,GIN,Other,0.424991628,0.035996056,0.460987685
Guinea,GN,GIN,Urban,0.014906543,0,0
Guinea-Bissau,GW,GNB,LGA,0.574217955,0.087927316,0.662145271
Guinea-Bissau,GW,GNB,MIA,0.021421326,0.008033524,0.02945485
Guinea-Bissau,GW,GNB,MRA,0.57331285,0.08392265,0.657235501
Guinea-Bissau,GW,GNB,MRH,0.03191371,0.000210382,0.032124092
Guinea-Bissau,GW,GNB,MRY,0.001233938,9.07768E-05,0.001324715
Guinea-Bissau,GW,GNB,Other,0.17645849,0.005612296,0.182070786
Kenya,KE,KEN,LGA,10.13363911,0.039705513,10.17334462
Kenya,KE,KEN,LGH,0.566816519,0.013831231,0.58064775
Kenya,KE,KEN,LGT,2.693637599,0.077673756,2.771311355
Kenya,KE,KEN,MIA,0.139804549,3.45161E-06,0.139808
Kenya,KE,KEN,MIH,0.225979401,5.28438E-05,0.226032245
Kenya,KE,KEN,MIT,0.045227836,0.000229669,0.045457505
Kenya,KE,KEN,MRA,3.640121835,0.002116808,3.642238643
Kenya,KE,KEN,MRH,4.54016377,0.004854298,4.545018068
Kenya,KE,KEN,MRT,9.928647184,0.219487331,10.14813451
Kenya,KE,KEN,Other,4.555332576,0.136154051,4.677761687
Kenya,KE,KEN,Urban,0.015138851,0,0
Lesotho,LS,LSO,LGT,0.477836673,0.000158462,0.477995135
Lesotho,LS,LSO,MIT,0.001367903,0,0
Lesotho,LS,LSO,MRT,0.368411085,0,0
Liberia,LR,LBR,LGH,9.69144E-05,0,0
Liberia,LR,LBR,MRH,0.115898603,0.003142212,0.119040815
Liberia,LR,LBR,MRY,0.000100616,0,0
Liberia,LR,LBR,Other,0.045476717,0.000178168,0.045654885
Madagascar,MG,MDG,LGA,4.881116548,3.996308673,8.877425221
Madagascar,MG,MDG,LGH,1.218119149,0.443237521,1.66135667
Madagascar,MG,MDG,LGT,0.666745135,0.173070703,0.839815837
Madagascar,MG,MDG,LGY,0.002707477,0.003794041,0.006501519
Madagascar,MG,MDG,MIA,0.232526437,0.153888419,0.386414856
Madagascar,MG,MDG,MIH,0.043677056,0.010719003,0.054396058
Madagascar,MG,MDG,MIT,0.018834085,0.007252408,0.026086494
Madagascar,MG,MDG,MRA,0.293423692,0.227572763,0.520996456
Madagascar,MG,MDG,MRH,1.027660505,0.339883505,1.367544009
Madagascar,MG,MDG,MRT,0.032349845,0.007022516,0.03937236
Madagascar,MG,MDG,MRY,0.00073488,0.004179816,0.004914696
Madagascar,MG,MDG,Other,1.706470488,1.48870118,3.195171668
Malawi,MW,MWI,LGA,0.504878575,0.009209838,0.514088413
Malawi,MW,MWI,LGH,0.219257478,0.006535096,0.225792574
Malawi,MW,MWI,LGT,0.035012172,0.001192842,0.036205014
Malawi,MW,MWI,MIA,0.003455104,0,0
Malawi,MW,MWI,MRA,1.853581554,0.038838374,1.892419928
Malawi,MW,MWI,MRH,0.515103724,0.010206125,0.525309848
Malawi,MW,MWI,MRT,0.067320698,0.010074297,0.077394995
Malawi,MW,MWI,Other,0.709928546,0.069764717,0.779693263
Malawi,MW,MWI,Urban,0.003886229,0,0
Mali,ML,MLI,LGA,12.70380639,0.00059051,12.7043969
Mali,ML,MLI,LGY,0.554088189,0,0
Mali,ML,MLI,MIA,0.220181673,0,0
Mali,ML,MLI,MRA,12.94537601,0.000590206,12.94596621
Mali,ML,MLI,Other,0.039524685,0,0
Mali,ML,MLI,Urban,0.00303531,0,0
Mauritania,MR,MRT,LGA,4.048526488,0,0
Mauritania,MR,MRT,LGY,0.0027472,0,0
Mauritania,MR,MRT,MIA,0.038182651,0,0
Mauritania,MR,MRT,MRA,1.949132446,0,0
Mauritania,MR,MRT,Other,0.006387797,0,0
Mauritania,MR,MRT,Urban,3.73506E-05,0,0
Mozambique,MZ,MOZ,LGA,0.944992419,0.870912527,1.815904946
Mozambique,MZ,MOZ,LGH,0.172314381,0.511483796,0.683798177
Mozambique,MZ,MOZ,LGT,0.00115969,0.000971944,0.002131634
Mozambique,MZ,MOZ,LGY,0.000541622,0.00050145,0.001043071
Mozambique,MZ,MOZ,MIA,0.01690208,9.45934E-05,0.016996673
Mozambique,MZ,MOZ,MIH,0.005972426,0,0
Mozambique,MZ,MOZ,MRA,0.479779222,0.154912595,0.634691816
Mozambique,MZ,MOZ,MRH,0.135317297,0.263827188,0.399144485
Mozambique,MZ,MOZ,MRT,0.002569122,0.000607357,0.003176479
Mozambique,MZ,MOZ,MRY,0,0.000304012,0
Mozambique,MZ,MOZ,Other,0.658185505,1.141438533,1.799624038
Mozambique,MZ,MOZ,Urban,0.000509448,0,0
Namibia,0,NAM,LGA,1.91019385,0,0
Namibia,0,NAM,LGT,0,0,0
Namibia,0,NAM,LGY,0.000180621,0,0
Namibia,0,NAM,MRA,1.104243416,0,0
Namibia,0,NAM,MRT,0,0,0
Namibia,0,NAM,Other,0.003413521,0,0
Namibia,0,NAM,Urban,0.018387537,0,0
Niger,NE,NER,LGA,13.5333624,0,0
Niger,NE,NER,LGY,0.001381146,0,0
Niger,NE,NER,MIA,0.014999378,0,0
Niger,NE,NER,MRA,10.76911461,0,0
Niger,NE,NER,Other,0.005097891,0,0
Niger,NE,NER,Urban,0.002170494,0,0
Nigeria,NG,NGA,LGA,0.526507217,0,0
Nigeria,NG,NGA,LGH,3.501940921,0.251694874,3.753635795
Nigeria,NG,NGA,LGT,0.239204141,0.011172185,0.250376325
Nigeria,NG,NGA,MIA,0.376778109,0,0
Nigeria,NG,NGA,MIH,0.013698598,0,0
Nigeria,NG,NGA,MRA,37.59387425,0,0
Nigeria,NG,NGA,MRH,15.82325275,0.051020154,15.8742729
Nigeria,NG,NGA,MRT,0.260180525,0.008487923,0.268668448
Nigeria,NG,NGA,Other,0.357365157,0.01072202,0.368087177
Nigeria,NG,NGA,Urban,0.133964391,0,0
Republic of the Congo,CG,COG,LGH,0.118802076,0.226173827,0.344975903
Republic of the Congo,CG,COG,MIH,0.001570946,0.000977442,0.002548388
Republic of the Congo,CG,COG,MRH,0.021748365,0.045248276,0.066996641
Republic of the Congo,CG,COG,Other,0.197570572,0.444529581,0.642100153
Republic of the Congo,CG,COG,Urban,4.22825E-05,0.00045431,0.000496593
Rwanda,RW,RWA,LGH,0.02400594,0,0
Rwanda,RW,RWA,LGT,0.00361987,0.000108781,0.003728651
Rwanda,RW,RWA,MIH,0.008145747,0,0
Rwanda,RW,RWA,MRH,0.863038115,0.000108761,0.863146875
Rwanda,RW,RWA,MRT,1.205557389,0.027715216,1.233272605
Rwanda,RW,RWA,Other,0.072153887,0.011658393,0.08381228
Senegal,SN,SEN,LGA,2.176536314,0,0
Senegal,SN,SEN,MIA,0.022764839,0,0
Senegal,SN,SEN,MRA,5.986573883,0,0
Senegal,SN,SEN,Other,0.076913874,0,0
Senegal,SN,SEN,Urban,0,0,0
Sierra Leone,SL,SLE,LGH,0.102944124,0.019604323,0.122548447
Sierra Leone,SL,SLE,MIH,0.010808721,0.001452467,0.012261187
Sierra Leone,SL,SLE,MRH,0.878097272,0.131936508,1.01003378
Sierra Leone,SL,SLE,MRT,0.000188394,0.000436104,0.000624498
Sierra Leone,SL,SLE,Other,0.058885097,0.010824148,0.069709246
Somalia,SO,SOM,LGA,8.218880729,4.76472E-05,8.218928376
Somalia,SO,SOM,LGT,0.01553363,0,0
Somalia,SO,SOM,LGY,0.050313756,0,0
Somalia,SO,SOM,MIA,0.198262461,0,0
Somalia,SO,SOM,MRA,1.079665155,0,0
Somalia,SO,SOM,Other,0.222814984,2.38229E-05,0.222838807
South Africa,ZA,ZAF,LGA,5.100646151,0.373261526,5.473907677
South Africa,ZA,ZAF,LGH,0.962956343,0.145154121,1.108110463
South Africa,ZA,ZAF,LGT,2.501425885,0.134896462,2.636322348
South Africa,ZA,ZAF,LGY,0.000202428,0,0
South Africa,ZA,ZAF,MIA,0.216209068,0.016082399,0.232291468
South Africa,ZA,ZAF,MIH,0.037220872,0.010310623,0.047531496
South Africa,ZA,ZAF,MIT,0.115653446,0.01865054,0.134303986
South Africa,ZA,ZAF,MRA,4.709045043,0.164392754,4.873437797
South Africa,ZA,ZAF,MRH,2.340936143,0.26319012,2.604126263
South Africa,ZA,ZAF,MRT,4.6854,0.149502001,4.834902001
South Africa,ZA,ZAF,Other,1.772035647,0.277341872,2.04937752
South Africa,ZA,ZAF,Urban,0.109354496,0.007430064,0.11678456
South Sudan,SS,SSD,LGA,7.863465106,0.025224738,7.888689844
South Sudan,SS,SSD,LGH,3.228061254,0.194279394,3.422340648
South Sudan,SS,SSD,LGT,0.010282904,0.000292276,0.01057518
South Sudan,SS,SSD,MRA,4.225850921,0.01341062,4.239261541
South Sudan,SS,SSD,MRH,0.45394594,0.040731789,0.494677729
South Sudan,SS,SSD,MRT,0.014106499,0.000292209,0.014398709
South Sudan,SS,SSD,Other,0.652288444,0.001856348,0.654144792
Sudan,SD,SDN,LGA,11.67521833,0.001131326,11.67634965
Sudan,SD,SDN,LGY,0.075724254,0,0
Sudan,SD,SDN,MIA,1.818868897,0,0
Sudan,SD,SDN,MIY,0.00260915,0,0
Sudan,SD,SDN,MRA,20.89722373,3.20077E-05,20.89725574
Sudan,SD,SDN,MRT,0.023337155,0,0
Sudan,SD,SDN,MRY,0.000558001,0,0
Sudan,SD,SDN,Other,0.001050543,0,0
Sudan,SD,SDN,Urban,0.025134494,0,0
Tanzania,TZ,TZA,LGA,4.578306606,2.183776367,6.762082973
Tanzania,TZ,TZA,LGH,2.052856121,1.904563815,3.957419936
Tanzania,TZ,TZA,LGT,0.736288096,0.079141303,0.815429399
Tanzania,TZ,TZA,MIA,0.035557079,0.000113431,0.03567051
Tanzania,TZ,TZA,MIT,0.000921806,0,0
Tanzania,TZ,TZA,MRA,13.48210561,1.569588821,15.05169443
Tanzania,TZ,TZA,MRH,8.16347392,1.1532697,9.31674362
Tanzania,TZ,TZA,MRT,1.147196135,0.187250604,1.334446739
Tanzania,TZ,TZA,MRY,0,0,0
Tanzania,TZ,TZA,Other,2.488345752,2.156333793,4.644679545
Tanzania,TZ,TZA,Urban,0.01101042,0,0
Togo,TG,TGO,LGA,0.117091345,0,0
Togo,TG,TGO,LGH,0.325881112,0.012831148,0.33871226
Togo,TG,TGO,MIH,0.004717488,0,0
Togo,TG,TGO,MRA,0.622940071,0,0
Togo,TG,TGO,MRH,1.034008362,0.019141968,1.05315033
Togo,TG,TGO,Other,0.012708474,0.00126198,0.013970454
Togo,TG,TGO,Urban,0.004960138,0,0
Uganda,UG,UGA,LGA,0.132296694,0.000203755,0.132500449
Uganda,UG,UGA,LGH,1.02945926,0.031555591,1.061014851
Uganda,UG,UGA,LGT,0.070268006,0.001836865,0.072104871
Uganda,UG,UGA,MRA,0.447564833,0.00049492,0.448059753
Uganda,UG,UGA,MRH,14.43200982,0.442864937,14.87487476
Uganda,UG,UGA,MRT,3.435224641,0.02762193,3.462846571
Uganda,UG,UGA,Other,1.49496226,0.058368606,1.553330866
Uganda,UG,UGA,Urban,0.003270771,0,0
Zambia,ZM,ZMB,LGA,2.728512849,2.377826683,5.106339532
Zambia,ZM,ZMB,LGH,0.023037664,0.258255315,0.281292979
Zambia,ZM,ZMB,LGT,0.022776893,0.02439847,0.047175363
Zambia,ZM,ZMB,MIA,0.018875115,0.011157843,0.030032958
Zambia,ZM,ZMB,MRA,0.785342885,0.166487192,0.951830077
Zambia,ZM,ZMB,MRH,0.008037209,0.001343642,0.009380851
Zambia,ZM,ZMB,MRT,1.7666E-05,0.001317632,0.001335298
Zambia,ZM,ZMB,Other,0.516705749,2.849943458,3.366649207
Zambia,ZM,ZMB,Urban,0.005217334,0.008345722,0.013563056
Zimbabwe,ZW,ZWE,LGA,2.905245617,0.038288249,2.943533866
Zimbabwe,ZW,ZWE,LGH,0.006501604,0.008606909,0.015108513
Zimbabwe,ZW,ZWE,LGT,0.358715487,0.027590914,0.386306401
Zimbabwe,ZW,ZWE,MIA,0.027135047,0.006307434,0.033442481
Zimbabwe,ZW,ZWE,MRA,2.394973743,0.047923436,2.442897178
Zimbabwe,ZW,ZWE,MRH,0.002338574,0.00198922,0.004327794
Zimbabwe,ZW,ZWE,MRT,0.071580936,0.0050419,0.076622836
Zimbabwe,ZW,ZWE,Other,0.382967457,0.143616351,0.524368104
Zimbabwe,ZW,ZWE,Urban,0.026752184,0,0
